url,status,elapsed_s,purpose
https://www.transfermarkt.us/andrej-petrovic/profil/spieler/897508,200,1.25,profile_verify
https://www.transfermarkt.us/andrej-petrovic/profil/spieler/1553306,200,1.22,profile_verify
https://www.transfermarkt.us/andrej-petrovic/profil/spieler/689048,200,1.24,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mathew%20Anim%20Cudjoe,200,1.41,search:Mathew Anim Cudjoe
https://www.transfermarkt.us/mathew-anim-cudjoe/profil/spieler/701322,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Cameron%20Congreve,200,1.35,search:Cameron Congreve
https://www.transfermarkt.us/cameron-congreve/profil/spieler/667506,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jorge%20Saenz,200,1.43,search:Jorge Saenz
https://www.transfermarkt.us/jorge-saenz/profil/spieler/340339,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=L%C3%A9o%20Ant%C3%B4nio,200,1.56,search:Léo Antônio
https://www.transfermarkt.us/leo-antonio/profil/spieler/809617,200,1.75,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Conor%20McMenamin,200,1.3,search:Conor McMenamin
https://www.transfermarkt.us/conor-mcmenamin/profil/spieler/260100,200,1.64,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mathias%20Kvistgaarden,200,1.32,search:Mathias Kvistgaarden
https://www.transfermarkt.us/mathias-kvistgaarden/profil/spieler/569663,200,1.38,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jonas%20Sterner,200,1.68,search:Jonas Sterner
https://www.transfermarkt.us/jonas-sterner/profil/spieler/528619,200,1.55,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Vincent%20De%20Vos,200,1.49,search:Vincent De Vos
https://www.transfermarkt.us/vincent-de-vos/profil/spieler/565430,200,1.54,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Viktor%20Vitalyos,200,1.52,search:Viktor Vitalyos
https://www.transfermarkt.us/viktor-vitalyos/profil/spieler/1161671,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Oskar%20Buur,200,1.29,search:Oskar Buur
https://www.transfermarkt.us/oskar-buur/profil/spieler/293283,200,1.54,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Djibril%20Soumar%C3%A9,200,1.54,search:Djibril Soumaré
https://www.transfermarkt.us/djibril-soumare/profil/spieler/1041532,200,1.64,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Lukas%20Willen,200,1.35,search:Lukas Willen
https://www.transfermarkt.us/lukas-willen/profil/spieler/574501,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Adama%20Sidibeh,200,1.39,search:Adama Sidibeh
https://www.transfermarkt.us/adama-sidibeh/profil/spieler/1229924,200,1.4,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Petar%20Bojic,200,1.32,search:Petar Bojic
https://www.transfermarkt.us/petar-bojic/profil/spieler/162985,200,1.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Cl%C3%A1udio%20Winck,200,2.38,search:Cláudio Winck
https://www.transfermarkt.us/claudio-winck/profil/spieler/181783,200,1.68,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jos%C3%A9%20Carlos%20Lazo,200,1.47,search:José Carlos Lazo
https://www.transfermarkt.us/jose-carlos-lazo/profil/spieler/282410,200,1.57,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jakub%20Kiwior,200,3.35,search:Jakub Kiwior
https://www.transfermarkt.us/jakub-kiwior/profil/spieler/425918,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ivan%20Marconi,200,1.44,search:Ivan Marconi
https://www.transfermarkt.us/ivan-marconi/profil/spieler/41780,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Samuel%20Ramos,200,1.5,search:Samuel Ramos
https://www.transfermarkt.us/samuel-ramos/profil/spieler/833187,200,1.33,profile_verify
https://www.transfermarkt.us/samuel-ramos/profil/spieler/994838,200,1.33,profile_verify
https://www.transfermarkt.us/samuel-ramos/profil/spieler/1187586,200,1.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Yacine%20Chaib,200,1.38,search:Yacine Chaib
https://www.transfermarkt.us/yacine-chaib/profil/spieler/910904,200,1.46,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Kevins%20Cesnieks,200,1.34,search:Kevins Cesnieks
https://www.transfermarkt.us/kevins-cesnieks/profil/spieler/813008,200,1.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Sil%20van%20der%20Wegen,200,1.36,search:Sil van der Wegen
https://www.transfermarkt.us/sil-van-der-wegen/profil/spieler/931021,200,1.38,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jack%20McMillan,200,1.31,search:Jack McMillan
https://www.transfermarkt.us/jack-mcmillan/profil/spieler/347617,200,1.88,profile_verify
https://www.transfermarkt.us/jack-mcmillan/profil/spieler/457374,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Luca%20Valzania,200,1.47,search:Luca Valzania
https://www.transfermarkt.us/luca-valzania/profil/spieler/287663,200,2.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Kevin%20Hoog%20Jansson,200,1.37,search:Kevin Hoog Jansson
https://www.transfermarkt.us/kevin-hoog-jansson/profil/spieler/626854,200,1.46,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Leonardo%20Candellone,200,1.37,search:Leonardo Candellone
https://www.transfermarkt.us/leonardo-candellone/profil/spieler/342341,200,1.66,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Helgi%20Gudj%C3%B3nsson,200,1.31,search:Helgi Gudjónsson
https://www.transfermarkt.us/helgi-gudjonsson/profil/spieler/396938,200,1.98,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Kenan%20Bajric,200,1.32,search:Kenan Bajric
https://www.transfermarkt.us/kenan-bajric/profil/spieler/226793,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Zoran%20Mitrov,200,2.95,search:Zoran Mitrov
https://www.transfermarkt.us/zoran-mitrov/profil/spieler/740986,200,1.86,profile_verify
https://www.transfermarkt.us/zoran-mitrovic/profil/spieler/366275,200,1.89,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ivan%20Kricak,200,1.35,search:Ivan Kricak
https://www.transfermarkt.us/ivan-kricak/profil/spieler/385118,200,1.58,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Nolan%20Galves,200,1.3,search:Nolan Galves
https://www.transfermarkt.us/nolan-galves/profil/spieler/855098,200,1.32,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Augustine%20Boakye,200,1.41,search:Augustine Boakye
https://www.transfermarkt.us/augustine-boakye/profil/spieler/579263,200,5.51,profile_verify
https://www.transfermarkt.us/augustine-boakye/profil/spieler/1032813,200,2.47,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Patryk%20Makuch,200,1.4,search:Patryk Makuch
https://www.transfermarkt.us/patryk-makuch/profil/spieler/453639,200,1.45,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Nahom%20Girmai%20Netabay,200,1.29,search:Nahom Girmai Netabay
https://www.transfermarkt.us/nahom-girmai-netabay/profil/spieler/255768,200,1.66,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ilias%20Boumassaoudi,200,1.31,search:Ilias Boumassaoudi
https://www.transfermarkt.us/ilias-boumassaoudi/profil/spieler/1031875,200,1.31,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jos%C3%A9%20C%C3%B3rdoba,200,1.38,search:José Córdoba
https://www.transfermarkt.us/jose-cordoba/profil/spieler/698415,200,1.55,profile_verify
https://www.transfermarkt.us/jose-cordoba/profil/spieler/972687,200,1.31,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mamadou%20Thiam,200,1.34,search:Mamadou Thiam
https://www.transfermarkt.us/mamadou-thiam/profil/spieler/368624,200,1.44,profile_verify
https://www.transfermarkt.us/mamadou-thiam/profil/spieler/200257,200,1.54,profile_verify
https://www.transfermarkt.us/mamadou-thiam/profil/spieler/669002,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Romeo%20Vermant,200,1.63,search:Romeo Vermant
https://www.transfermarkt.us/romeo-vermant/profil/spieler/708454,200,1.29,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Frej%20Elkjaer,200,1.48,search:Frej Elkjaer
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Fredrik%20Krogstad,200,1.35,search:Fredrik Krogstad
https://www.transfermarkt.us/fredrik-krogstad/profil/spieler/323363,200,1.76,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Florin%20Purece,200,1.54,search:Florin Purece
https://www.transfermarkt.us/florin-purece/profil/spieler/203059,200,1.44,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Allan%20Ackra,200,1.46,search:Allan Ackra
https://www.transfermarkt.us/allan-ackra/profil/spieler/978027,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mason%20Burstow,200,1.38,search:Mason Burstow
https://www.transfermarkt.us/mason-burstow/profil/spieler/874080,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Arda%20Okan%20Kurtulan,200,1.48,search:Arda Okan Kurtulan
https://www.transfermarkt.us/arda-okan-kurtulan/profil/spieler/700031,200,1.72,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Lionel%20Carole,200,1.38,search:Lionel Carole
https://www.transfermarkt.us/lionel-carole/profil/spieler/11530,200,1.47,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Johannes%20Vall,200,1.42,search:Johannes Vall
https://www.transfermarkt.us/johannes-vall/profil/spieler/134880,200,1.34,profile_verify
https://www.transfermarkt.us/johannes-valle/profil/spieler/1127309,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Abdoul%20Tapsoba,200,1.42,search:Abdoul Tapsoba
https://www.transfermarkt.us/abdoul-tapsoba/profil/spieler/640735,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Tayo%20Edun,200,1.31,search:Tayo Edun
https://www.transfermarkt.us/tayo-edun/profil/spieler/351502,200,1.46,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Morgan%20Whittaker,200,1.54,search:Morgan Whittaker
https://www.transfermarkt.us/morgan-whittaker/profil/spieler/502075,200,1.38,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=%C3%81ngel%20Alarc%C3%B3n,200,1.4,search:Ángel Alarcón
https://www.transfermarkt.us/angel-alarcon/profil/spieler/646739,200,1.38,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Oliver%20Heidarsson,200,1.55,search:Oliver Heidarsson
